Vdm, I2
-0.4,1.054e-06
-0.399199199199,1.049e-06
-0.398398398398,1.056e-06
-0.397597597598,1.049e-06
-0.396796796797,1.052e-06
-0.395995995996,1.055e-06
-0.395195195195,1.055e-06
-0.394394394394,1.056e-06
-0.393593593594,1.046e-06
-0.392792792793,1.056e-06
-0.391991991992,1.049e-06
-0.391191191191,1.049e-06
-0.39039039039,1.052e-06
-0.38958958959,1.047e-06
-0.388788788789,1.047e-06
-0.387987987988,1.042e-06
-0.387187187187,1.048e-06
-0.386386386386,1.05e-06
-0.385585585586,1.052e-06
-0.384784784785,1.053e-06
-0.383983983984,1.049e-06
-0.383183183183,1.05e-06
-0.382382382382,1.052e-06
-0.381581581582,1.049e-06
-0.380780780781,1.051e-06
-0.37997997998,1.047e-06
-0.379179179179,1.048e-06
-0.378378378378,1.053e-06
-0.377577577578,1.053e-06
-0.376776776777,1.052e-06
-0.375975975976,1.053e-06
-0.375175175175,1.05e-06
-0.374374374374,1.048e-06
-0.373573573574,1.051e-06
-0.372772772773,1.051e-06
-0.371971971972,1.049e-06
-0.371171171171,1.046e-06
-0.37037037037,1.049e-06
-0.36956956957,1.043e-06
-0.368768768769,1.056e-06
-0.367967967968,1.056e-06
-0.367167167167,1.045e-06
-0.366366366366,1.049e-06
-0.365565565566,1.059e-06
-0.364764764765,1.054e-06
-0.363963963964,1.049e-06
-0.363163163163,1.054e-06
-0.362362362362,1.053e-06
-0.361561561562,1.052e-06
-0.360760760761,1.05e-06
-0.35995995996,1.052e-06
-0.359159159159,1.051e-06
-0.358358358358,1.052e-06
-0.357557557558,1.056e-06
-0.356756756757,1.052e-06
-0.355955955956,1.049e-06
-0.355155155155,1.05e-06
-0.354354354354,1.05e-06
-0.353553553554,1.05e-06
-0.352752752753,1.054e-06
-0.351951951952,1.044e-06
-0.351151151151,1.041e-06
-0.35035035035,1.052e-06
-0.34954954955,1.056e-06
-0.348748748749,1.046e-06
-0.347947947948,1.054e-06
-0.347147147147,1.051e-06
-0.346346346346,1.047e-06
-0.345545545546,1.051e-06
-0.344744744745,1.047e-06
-0.343943943944,1.047e-06
-0.343143143143,1.051e-06
-0.342342342342,1.048e-06
-0.341541541542,1.045e-06
-0.340740740741,1.047e-06
-0.33993993994,1.051e-06
-0.339139139139,1.044e-06
-0.338338338338,1.055e-06
-0.337537537538,1.055e-06
-0.336736736737,1.045e-06
-0.335935935936,1.052e-06
-0.335135135135,1.047e-06
-0.334334334334,1.057e-06
