Vdm, V
-0.4,2.292
-0.399199199199,2.292
-0.398398398398,2.292
-0.397597597598,2.292
-0.396796796797,2.292
-0.395995995996,2.292
-0.395195195195,2.292
-0.394394394394,2.292
-0.393593593594,2.292
-0.392792792793,2.292
-0.391991991992,2.292
-0.391191191191,2.292
-0.39039039039,2.292
-0.38958958959,2.292
-0.388788788789,2.292
-0.387987987988,2.292
-0.387187187187,2.292
-0.386386386386,2.292
-0.385585585586,2.292
-0.384784784785,2.292
-0.383983983984,2.29
-0.383183183183,2.292
-0.382382382382,2.292
-0.381581581582,2.292
-0.380780780781,2.292
-0.37997997998,2.292
-0.379179179179,2.292
-0.378378378378,2.292
-0.377577577578,2.292
-0.376776776777,2.292
-0.375975975976,2.292
-0.375175175175,2.292
-0.374374374374,2.292
-0.373573573574,2.292
-0.372772772773,2.292
-0.371971971972,2.292
-0.371171171171,2.292
-0.37037037037,2.292
-0.36956956957,2.292
-0.368768768769,2.292
-0.367967967968,2.292
-0.367167167167,2.292
-0.366366366366,2.292
-0.365565565566,2.292
-0.364764764765,2.292
-0.363963963964,2.29
-0.363163163163,2.292
-0.362362362362,2.292
-0.361561561562,2.292
-0.360760760761,2.292
-0.35995995996,2.292
-0.359159159159,2.292
-0.358358358358,2.292
-0.357557557558,2.292
-0.356756756757,2.292
-0.355955955956,2.292
-0.355155155155,2.292
-0.354354354354,2.292
-0.353553553554,2.292
-0.352752752753,2.292
-0.351951951952,2.292
-0.351151151151,2.292
-0.35035035035,2.292
-0.34954954955,2.292
-0.348748748749,2.292
-0.347947947948,2.292
-0.347147147147,2.292
-0.346346346346,2.292
-0.345545545546,2.292
-0.344744744745,2.292
-0.343943943944,2.292
-0.343143143143,2.292
-0.342342342342,2.292
-0.341541541542,2.292
-0.340740740741,2.292
-0.33993993994,2.292
-0.339139139139,2.292
-0.338338338338,2.292
-0.337537537538,2.292
-0.336736736737,2.292
-0.335935935936,2.292
-0.335135135135,2.29
-0.334334334334,2.292
-0.333533533534,2.292
