Vdm, V
-1.0,1.093
-0.997997997998,1.092
-0.995995995996,1.092
-0.993993993994,1.092
-0.991991991992,1.093
-0.98998998999,1.093
-0.987987987988,1.093
-0.985985985986,1.093
-0.983983983984,1.093
-0.981981981982,1.093
-0.97997997998,1.093
-0.977977977978,1.093
-0.975975975976,1.093
-0.973973973974,1.093
-0.971971971972,1.093
-0.96996996997,1.093
-0.967967967968,1.093
-0.965965965966,1.093
-0.963963963964,1.093
-0.961961961962,1.093
-0.95995995996,1.093
-0.957957957958,1.093
-0.955955955956,1.093
-0.953953953954,1.093
-0.951951951952,1.093
-0.94994994995,1.093
-0.947947947948,1.093
-0.945945945946,1.093
-0.943943943944,1.093
-0.941941941942,1.093
-0.93993993994,1.093
-0.937937937938,1.093
-0.935935935936,1.093
-0.933933933934,1.093
-0.931931931932,1.093
-0.92992992993,1.093
-0.927927927928,1.093
-0.925925925926,1.093
-0.923923923924,1.093
-0.921921921922,1.093
-0.91991991992,1.093
-0.917917917918,1.093
-0.915915915916,1.093
-0.913913913914,1.093
-0.911911911912,1.093
-0.90990990991,1.093
-0.907907907908,1.093
-0.905905905906,1.093
-0.903903903904,1.093
-0.901901901902,1.093
-0.8998998999,1.093
-0.897897897898,1.093
-0.895895895896,1.093
-0.893893893894,1.093
-0.891891891892,1.093
-0.88988988989,1.093
-0.887887887888,1.093
-0.885885885886,1.093
-0.883883883884,1.093
-0.881881881882,1.093
-0.87987987988,1.093
-0.877877877878,1.093
-0.875875875876,1.093
-0.873873873874,1.093
-0.871871871872,1.093
-0.86986986987,1.093
-0.867867867868,1.093
-0.865865865866,1.093
-0.863863863864,1.093
-0.861861861862,1.093
-0.85985985986,1.093
-0.857857857858,1.093
-0.855855855856,1.093
-0.853853853854,1.093
-0.851851851852,1.093
-0.84984984985,1.093
-0.847847847848,1.093
-0.845845845846,1.093
-0.843843843844,1.093
-0.841841841842,1.093
-0.83983983984,1.093
-0.837837837838,1.093
-0.835835835836,1.093
-0.833833833834,1.093
-0.831831831832,1.093
-0.82982982983,1.093
-0.827827827828,1.093
-0.825825825826,1.093
-0.823823823824,1.093
-0.821821821822,1.093
-0.81981981982,1.093
-0.817817817818,1.093
-0.815815815816,1.093
-0.813813813814,1.093
-0.811811811812,1.093
-0.80980980981,1.093
-0.807807807808,1.093
-0.805805805806,1.093
-0.803803803804,1.093
-0.801801801802,1.093
-0.7997997998,1.093
-0.797797797798,1.093
-0.795795795796,1.093
-0.793793793794,1.093
-0.791791791792,1.093
-0.78978978979,1.093
-0.787787787788,1.093
-0.785785785786,1.093
-0.783783783784,1.093
-0.781781781782,1.093
-0.77977977978,1.093
-0.777777777778,1.093
-0.775775775776,1.093
-0.773773773774,1.093
-0.771771771772,1.093
-0.76976976977,1.093
-0.767767767768,1.093
-0.765765765766,1.093
-0.763763763764,1.093
-0.761761761762,1.093
-0.75975975976,1.093
-0.757757757758,1.093
-0.755755755756,1.093
-0.753753753754,1.093
-0.751751751752,1.093
-0.74974974975,1.093
-0.747747747748,1.093
-0.745745745746,1.093
-0.743743743744,1.093
-0.741741741742,1.093
-0.73973973974,1.093
-0.737737737738,1.093
-0.735735735736,1.093
-0.733733733734,1.093
-0.731731731732,1.093
-0.72972972973,1.093
-0.727727727728,1.093
-0.725725725726,1.093
-0.723723723724,1.093
-0.721721721722,1.093
-0.71971971972,1.093
-0.717717717718,1.093
-0.715715715716,1.093
-0.713713713714,1.093
-0.711711711712,1.093
-0.70970970971,1.093
-0.707707707708,1.093
-0.705705705706,1.093
-0.703703703704,1.093
-0.701701701702,1.093
-0.6996996997,1.093
-0.697697697698,1.093
-0.695695695696,1.093
-0.693693693694,1.093
-0.691691691692,1.093
-0.68968968969,1.093
-0.687687687688,1.093
-0.685685685686,1.093
-0.683683683684,1.093
-0.681681681682,1.093
-0.67967967968,1.093
-0.677677677678,1.093
-0.675675675676,1.093
-0.673673673674,1.093
-0.671671671672,1.093
-0.66966966967,1.093
-0.667667667668,1.093
-0.665665665666,1.093
-0.663663663664,1.093
-0.661661661662,1.093
-0.65965965966,1.093
-0.657657657658,1.093
-0.655655655656,1.093
-0.653653653654,1.093
-0.651651651652,1.093
-0.64964964965,1.093
-0.647647647648,1.093
-0.645645645646,1.093
-0.643643643644,1.093
-0.641641641642,1.093
-0.63963963964,1.093
-0.637637637638,1.093
-0.635635635636,1.093
-0.633633633634,1.093
-0.631631631632,1.093
-0.62962962963,1.093
-0.627627627628,1.093
-0.625625625626,1.093
-0.623623623624,1.093
-0.621621621622,1.093
-0.61961961962,1.093
-0.617617617618,1.094
-0.615615615616,1.094
-0.613613613614,1.094
-0.611611611612,1.094
-0.60960960961,1.094
-0.607607607608,1.094
-0.605605605606,1.094
-0.603603603604,1.094
-0.601601601602,1.094
-0.5995995996,1.094
-0.597597597598,1.094
-0.595595595596,1.094
-0.593593593594,1.094
-0.591591591592,1.094
-0.58958958959,1.094
-0.587587587588,1.094
-0.585585585586,1.095
-0.583583583584,1.095
-0.581581581582,1.095
-0.57957957958,1.095
-0.577577577578,1.095
-0.575575575576,1.095
-0.573573573574,1.095
-0.571571571572,1.095
-0.56956956957,1.095
-0.567567567568,1.095
-0.565565565566,1.095
-0.563563563564,1.096
-0.561561561562,1.096
-0.55955955956,1.096
-0.557557557558,1.096
-0.555555555556,1.096
-0.553553553554,1.096
-0.551551551552,1.096
-0.54954954955,1.096
-0.547547547548,1.097
-0.545545545546,1.097
-0.543543543544,1.097
-0.541541541542,1.097
-0.53953953954,1.097
-0.537537537538,1.098
-0.535535535536,1.098
-0.533533533534,1.098
-0.531531531532,1.098
-0.52952952953,1.098
-0.527527527528,1.098
-0.525525525526,1.099
-0.523523523524,1.099
-0.521521521522,1.099
-0.51951951952,1.099
-0.517517517518,1.1
-0.515515515516,1.1
-0.513513513514,1.1
-0.511511511512,1.1
-0.50950950951,1.1
-0.507507507508,1.101
-0.505505505506,1.101
-0.503503503504,1.101
-0.501501501502,1.101
-0.499499499499,1.102
-0.497497497497,1.102
-0.495495495495,1.102
-0.493493493493,1.103
-0.491491491491,1.103
-0.489489489489,1.103
-0.487487487487,1.103
-0.485485485485,1.104
-0.483483483483,1.104
-0.481481481481,1.104
-0.479479479479,1.105
-0.477477477477,1.105
-0.475475475475,1.105
-0.473473473473,1.106
-0.471471471471,1.106
-0.469469469469,1.106
-0.467467467467,1.106
-0.465465465465,1.107
-0.463463463463,1.107
-0.461461461461,1.107
-0.459459459459,1.108
-0.457457457457,1.108
-0.455455455455,1.108
-0.453453453453,1.109
-0.451451451451,1.109
-0.449449449449,1.11
-0.447447447447,1.11
-0.445445445445,1.11
-0.443443443443,1.111
-0.441441441441,1.111
-0.439439439439,1.112
-0.437437437437,1.112
-0.435435435435,1.112
-0.433433433433,1.113
-0.431431431431,1.113
-0.429429429429,1.114
-0.427427427427,1.114
-0.425425425425,1.114
-0.423423423423,1.115
-0.421421421421,1.115
-0.419419419419,1.116
-0.417417417417,1.116
-0.415415415415,1.117
-0.413413413413,1.117
-0.411411411411,1.118
-0.409409409409,1.118
-0.407407407407,1.119
-0.405405405405,1.119
-0.403403403403,1.12
-0.401401401401,1.12
-0.399399399399,1.121
-0.397397397397,1.121
-0.395395395395,1.122
-0.393393393393,1.122
-0.391391391391,1.123
-0.389389389389,1.123
-0.387387387387,1.124
-0.385385385385,1.124
-0.383383383383,1.124
-0.381381381381,1.125
-0.379379379379,1.126
-0.377377377377,1.126
-0.375375375375,1.127
-0.373373373373,1.127
-0.371371371371,1.128
-0.369369369369,1.128
-0.367367367367,1.129
-0.365365365365,1.129
-0.363363363363,1.13
-0.361361361361,1.13
-0.359359359359,1.131
-0.357357357357,1.132
-0.355355355355,1.132
-0.353353353353,1.132
-0.351351351351,1.133
-0.349349349349,1.134
-0.347347347347,1.134
-0.345345345345,1.135
-0.343343343343,1.135
-0.341341341341,1.136
-0.339339339339,1.136
-0.337337337337,1.137
-0.335335335335,1.138
-0.333333333333,1.138
-0.331331331331,1.139
-0.329329329329,1.139
-0.327327327327,1.14
-0.325325325325,1.14
-0.323323323323,1.141
-0.321321321321,1.142
-0.319319319319,1.142
-0.317317317317,1.143
-0.315315315315,1.144
-0.313313313313,1.144
-0.311311311311,1.145
-0.309309309309,1.145
-0.307307307307,1.146
-0.305305305305,1.147
-0.303303303303,1.147
-0.301301301301,1.148
-0.299299299299,1.149
-0.297297297297,1.149
-0.295295295295,1.15
-0.293293293293,1.151
-0.291291291291,1.151
-0.289289289289,1.152
-0.287287287287,1.153
-0.285285285285,1.153
-0.283283283283,1.154
-0.281281281281,1.155
-0.279279279279,1.155
-0.277277277277,1.156
-0.275275275275,1.157
-0.273273273273,1.157
-0.271271271271,1.158
-0.269269269269,1.159
-0.267267267267,1.159
-0.265265265265,1.16
-0.263263263263,1.161
-0.261261261261,1.161
-0.259259259259,1.162
-0.257257257257,1.163
-0.255255255255,1.164
-0.253253253253,1.164
-0.251251251251,1.165
-0.249249249249,1.166
-0.247247247247,1.167
-0.245245245245,1.167
-0.243243243243,1.168
-0.241241241241,1.169
-0.239239239239,1.169
-0.237237237237,1.17
-0.235235235235,1.171
-0.233233233233,1.171
-0.231231231231,1.172
-0.229229229229,1.173
-0.227227227227,1.174
-0.225225225225,1.174
-0.223223223223,1.175
-0.221221221221,1.176
-0.219219219219,1.177
-0.217217217217,1.177
-0.215215215215,1.178
-0.213213213213,1.179
-0.211211211211,1.179
-0.209209209209,1.18
-0.207207207207,1.181
-0.205205205205,1.182
-0.203203203203,1.183
-0.201201201201,1.183
-0.199199199199,1.184
-0.197197197197,1.185
-0.195195195195,1.186
-0.193193193193,1.186
-0.191191191191,1.187
-0.189189189189,1.188
-0.187187187187,1.189
-0.185185185185,1.19
-0.183183183183,1.19
-0.181181181181,1.191
-0.179179179179,1.192
-0.177177177177,1.193
-0.175175175175,1.194
-0.173173173173,1.194
-0.171171171171,1.195
-0.169169169169,1.196
-0.167167167167,1.197
-0.165165165165,1.198
-0.163163163163,1.199
-0.161161161161,1.199
-0.159159159159,1.2
-0.157157157157,1.201
-0.155155155155,1.202
-0.153153153153,1.203
-0.151151151151,1.204
-0.149149149149,1.204
-0.147147147147,1.205
-0.145145145145,1.206
-0.143143143143,1.207
-0.141141141141,1.208
-0.139139139139,1.209
-0.137137137137,1.21
-0.135135135135,1.211
-0.133133133133,1.212
-0.131131131131,1.212
-0.129129129129,1.213
-0.127127127127,1.214
-0.125125125125,1.215
-0.123123123123,1.216
-0.121121121121,1.216
-0.119119119119,1.218
-0.117117117117,1.218
-0.115115115115,1.219
-0.113113113113,1.22
-0.111111111111,1.221
-0.109109109109,1.222
-0.107107107107,1.223
-0.105105105105,1.224
-0.103103103103,1.224
-0.101101101101,1.225
-0.0990990990991,1.226
-0.0970970970971,1.227
-0.0950950950951,1.228
-0.0930930930931,1.229
-0.0910910910911,1.23
-0.0890890890891,1.231
-0.0870870870871,1.231
-0.0850850850851,1.232
-0.0830830830831,1.233
-0.0810810810811,1.234
-0.0790790790791,1.235
-0.0770770770771,1.236
-0.0750750750751,1.237
-0.0730730730731,1.238
-0.0710710710711,1.239
-0.0690690690691,1.24
-0.0670670670671,1.24
-0.0650650650651,1.242
-0.0630630630631,1.243
-0.0610610610611,1.243
-0.0590590590591,1.244
-0.0570570570571,1.245
-0.0550550550551,1.246
-0.0530530530531,1.247
-0.0510510510511,1.248
-0.049049049049,1.249
-0.047047047047,1.25
-0.045045045045,1.251
-0.043043043043,1.252
-0.041041041041,1.253
-0.039039039039,1.254
-0.037037037037,1.255
-0.035035035035,1.256
-0.033033033033,1.257
-0.031031031031,1.258
-0.029029029029,1.259
-0.027027027027,1.26
-0.025025025025,1.261
-0.023023023023,1.262
-0.021021021021,1.263
-0.019019019019,1.264
-0.017017017017,1.265
-0.015015015015,1.266
-0.013013013013,1.267
-0.011011011011,1.268
-0.00900900900901,1.269
-0.00700700700701,1.27
-0.00500500500501,1.272
-0.003003003003,1.272
-0.001001001001,1.274
0.001001001001,1.275
0.003003003003,1.276
0.00500500500501,1.277
0.00700700700701,1.278
0.00900900900901,1.279
0.011011011011,1.28
0.013013013013,1.281
0.015015015015,1.282
0.017017017017,1.283
0.019019019019,1.284
0.021021021021,1.285
0.023023023023,1.286
0.025025025025,1.287
0.027027027027,1.288
0.029029029029,1.289
0.031031031031,1.29
0.033033033033,1.292
0.035035035035,1.292
0.037037037037,1.293
0.039039039039,1.295
0.041041041041,1.296
0.043043043043,1.297
0.045045045045,1.298
0.047047047047,1.299
0.049049049049,1.3
0.0510510510511,1.301
0.0530530530531,1.302
0.0550550550551,1.303
0.0570570570571,1.304
0.0590590590591,1.305
0.0610610610611,1.307
0.0630630630631,1.308
0.0650650650651,1.309
0.0670670670671,1.31
0.0690690690691,1.311
0.0710710710711,1.312
0.0730730730731,1.313
0.0750750750751,1.315
0.0770770770771,1.316
0.0790790790791,1.317
0.0810810810811,1.318
0.0830830830831,1.319
0.0850850850851,1.32
0.0870870870871,1.322
0.0890890890891,1.323
0.0910910910911,1.324
0.0930930930931,1.325
0.0950950950951,1.326
0.0970970970971,1.327
0.0990990990991,1.329
0.101101101101,1.33
0.103103103103,1.331
0.105105105105,1.332
0.107107107107,1.333
0.109109109109,1.335
0.111111111111,1.336
0.113113113113,1.337
0.115115115115,1.338
0.117117117117,1.34
0.119119119119,1.341
0.121121121121,1.342
0.123123123123,1.343
0.125125125125,1.344
0.127127127127,1.346
0.129129129129,1.347
0.131131131131,1.348
0.133133133133,1.349
0.135135135135,1.351
0.137137137137,1.352
0.139139139139,1.353
0.141141141141,1.354
0.143143143143,1.356
0.145145145145,1.357
0.147147147147,1.358
0.149149149149,1.359
0.151151151151,1.36
0.153153153153,1.362
0.155155155155,1.363
0.157157157157,1.364
0.159159159159,1.365
0.161161161161,1.367
0.163163163163,1.368
0.165165165165,1.369
0.167167167167,1.371
0.169169169169,1.372
0.171171171171,1.373
0.173173173173,1.375
0.175175175175,1.376
0.177177177177,1.377
0.179179179179,1.378
0.181181181181,1.38
0.183183183183,1.381
0.185185185185,1.382
0.187187187187,1.384
0.189189189189,1.385
0.191191191191,1.386
0.193193193193,1.388
0.195195195195,1.389
0.197197197197,1.39
0.199199199199,1.392
0.201201201201,1.393
0.203203203203,1.394
0.205205205205,1.396
0.207207207207,1.397
0.209209209209,1.399
0.211211211211,1.4
0.213213213213,1.401
0.215215215215,1.403
0.217217217217,1.404
0.219219219219,1.406
0.221221221221,1.407
0.223223223223,1.408
0.225225225225,1.41
0.227227227227,1.411
0.229229229229,1.413
0.231231231231,1.414
0.233233233233,1.416
0.235235235235,1.417
0.237237237237,1.418
0.239239239239,1.42
0.241241241241,1.421
0.243243243243,1.423
0.245245245245,1.424
0.247247247247,1.426
0.249249249249,1.427
0.251251251251,1.429
0.253253253253,1.431
0.255255255255,1.432
0.257257257257,1.433
0.259259259259,1.435
0.261261261261,1.436
0.263263263263,1.438
0.265265265265,1.439
0.267267267267,1.441
0.269269269269,1.442
0.271271271271,1.444
0.273273273273,1.445
0.275275275275,1.447
0.277277277277,1.448
0.279279279279,1.45
0.281281281281,1.451
0.283283283283,1.452
0.285285285285,1.454
0.287287287287,1.455
0.289289289289,1.457
0.291291291291,1.458
0.293293293293,1.46
0.295295295295,1.461
0.297297297297,1.463
0.299299299299,1.464
0.301301301301,1.466
0.303303303303,1.468
0.305305305305,1.469
0.307307307307,1.471
0.309309309309,1.472
0.311311311311,1.474
0.313313313313,1.475
0.315315315315,1.477
0.317317317317,1.478
0.319319319319,1.48
0.321321321321,1.481
0.323323323323,1.483
0.325325325325,1.484
0.327327327327,1.486
0.329329329329,1.487
0.331331331331,1.489
0.333333333333,1.491
0.335335335335,1.492
0.337337337337,1.494
0.339339339339,1.496
0.341341341341,1.497
0.343343343343,1.499
0.345345345345,1.5
0.347347347347,1.502
0.349349349349,1.503
0.351351351351,1.505
0.353353353353,1.507
0.355355355355,1.508
0.357357357357,1.51
0.359359359359,1.511
0.361361361361,1.513
0.363363363363,1.515
0.365365365365,1.516
0.367367367367,1.518
0.369369369369,1.519
0.371371371371,1.521
0.373373373373,1.523
0.375375375375,1.524
0.377377377377,1.526
0.379379379379,1.527
0.381381381381,1.529
0.383383383383,1.531
0.385385385385,1.532
0.387387387387,1.534
0.389389389389,1.535
0.391391391391,1.537
0.393393393393,1.539
0.395395395395,1.54
0.397397397397,1.542
0.399399399399,1.543
0.401401401401,1.545
0.403403403403,1.547
0.405405405405,1.548
0.407407407407,1.549
0.409409409409,1.551
0.411411411411,1.553
0.413413413413,1.554
0.415415415415,1.556
0.417417417417,1.557
0.419419419419,1.559
0.421421421421,1.561
0.423423423423,1.562
0.425425425425,1.564
0.427427427427,1.565
0.429429429429,1.567
0.431431431431,1.569
0.433433433433,1.57
0.435435435435,1.572
0.437437437437,1.573
0.439439439439,1.575
0.441441441441,1.577
0.443443443443,1.578
0.445445445445,1.58
0.447447447447,1.581
0.449449449449,1.583
0.451451451451,1.585
0.453453453453,1.586
0.455455455455,1.588
0.457457457457,1.59
0.459459459459,1.591
0.461461461461,1.593
0.463463463463,1.595
0.465465465465,1.596
0.467467467467,1.598
0.469469469469,1.599
0.471471471471,1.601
0.473473473473,1.603
0.475475475475,1.604
0.477477477477,1.606
0.479479479479,1.608
0.481481481481,1.609
0.483483483483,1.611
0.485485485485,1.613
0.487487487487,1.614
0.489489489489,1.616
0.491491491491,1.618
0.493493493493,1.619
0.495495495495,1.621
0.497497497497,1.623
0.499499499499,1.624
0.501501501502,1.626
0.503503503504,1.627
0.505505505506,1.629
0.507507507508,1.631
0.50950950951,1.632
0.511511511512,1.634
0.513513513514,1.636
0.515515515516,1.637
0.517517517518,1.639
0.51951951952,1.641
0.521521521522,1.642
0.523523523524,1.644
0.525525525526,1.645
0.527527527528,1.647
0.52952952953,1.649
0.531531531532,1.65
0.533533533534,1.652
0.535535535536,1.654
0.537537537538,1.655
0.53953953954,1.657
0.541541541542,1.658
0.543543543544,1.66
0.545545545546,1.662
0.547547547548,1.663
0.54954954955,1.665
0.551551551552,1.667
0.553553553554,1.668
0.555555555556,1.67
0.557557557558,1.671
0.55955955956,1.673
0.561561561562,1.675
0.563563563564,1.676
0.565565565566,1.678
0.567567567568,1.68
0.56956956957,1.681
0.571571571572,1.683
0.573573573574,1.684
0.575575575576,1.686
0.577577577578,1.688
0.57957957958,1.69
0.581581581582,1.691
0.583583583584,1.693
0.585585585586,1.694
0.587587587588,1.696
0.58958958959,1.698
0.591591591592,1.699
0.593593593594,1.701
